ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
407,56635,0,1,1,1,1024,8,359,2,8296,0
408,127297,0,2,1,1,8510,12,0,0,8296,0
409,8927,0,1,1,1,0,0,0,0,8296,0
410,507506,1952,5,1,1,102279,32,4485,13,8296,1
411,145723,0,5,1,1,59858,16,0,0,8296,1
412,6458,0,1,1,1,0,0,0,0,8296,0
413,267640,0,1,1,1,6000,3,0,0,8296,1
414,5581,0,1,1,1,0,0,0,0,8296,0
415,10732,0,1,1,1,1296,6,0,0,8296,0
416,620498,0,5,1,1,25395,53,1750,14,8296,1
417,68963,0,4,1,1,37723,15,0,0,8296,0
418,109640,0,4,1,1,66983,38,5500,17,8296,1
419,225802,0,5,1,1,74340,16,200,2,8296,1
420,58452,0,1,1,1,0,0,0,0,8296,0
421,109087,0,2,1,1,10462,16,0,0,8296,1
422,68286,0,3,1,1,22831,13,0,0,8296,1
423,68464,0,1,1,1,240,3,0,0,8296,1
424,131960,2000,3,1,1,16081,8,0,0,8296,0
425,199956,1178,1,1,1,0,0,0,0,8296,0
426,529886,7210,1,1,1,23866,26,7741,15,8296,1
427,23529,0,1,1,1,500,1,0,0,8296,0
428,190295,0,4,1,1,3501,15,0,0,8296,0
429,21083,0,5,1,1,129330,16,1000,2,8296,1
430,117860,0,5,1,1,62758,15,0,0,8296,1
431,118844,0,4,1,1,28731,17,400,2,8289,1
432,60493,0,1,1,1,9000,1,0,0,8289,0
433,491987,0,5,1,1,68007,23,700,2,8289,1
434,87692,0,1,1,1,2310,6,500,1,8289,0
435,78028,0,4,1,1,36269,24,0,0,8289,0
436,251286,0,1,1,1,0,0,0,0,8289,1
437,17575,0,1,1,1,0,0,0,0,8289,1
438,50431,0,1,1,1,1000,1,0,0,8289,1
439,153597,0,5,1,1,56567,18,0,0,8289,0
440,74579,0,1,1,1,4600,11,600,8,8289,1
441,2494,0,1,1,1,0,0,0,0,8289,0
442,96031,0,4,1,1,46588,21,0,0,8289,0
443,353678,0,4,1,1,141230,28,1450,5,8289,1
444,50052,0,4,1,1,49383,13,0,0,8289,1
445,13381,0,1,1,1,1000,8,0,0,8289,0
446,25123,0,1,1,1,2030,6,0,0,8289,0
447,132555,0,3,1,1,24775,31,350,1,8289,1
448,14528,0,1,1,1,6000,7,3000,6,8289,0
449,24038,0,2,1,1,6290,14,0,0,8289,0
450,192104,0,3,1,1,39010,53,1750,8,8289,1
451,106773,0,1,1,1,12900,10,1400,8,8289,1
452,229397,0,3,1,1,22873,13,0,0,8289,1
453,14732,0,1,1,1,100,1,0,0,8289,0
454,383129,0,3,1,1,23608,16,500,1,8289,0
455,11431,0,1,1,1,1759,4,759,3,8289,0
456,175461,0,4,1,1,40997,14,0,0,8289,1
457,52953,0,1,1,1,500,1,0,0,8289,0
458,182291,0,3,1,1,24155,22,0,0,8289,0
459,198317,0,5,1,1,61714,16,0,0,8289,1
460,49053,0,1,1,1,6498,18,950,5,8289,0
461,22772,0,1,1,1,0,0,0,0,8289,0
462,34170,0,3,1,1,15476,20,150,1,8289,1
463,158483,0,2,1,1,9018,11,0,0,8289,0
464,43285,0,4,1,1,28613,14,0,0,8252,1
465,52980,0,3,1,1,17078,14,0,0,8237,0
466,74342,0,1,1,1,4389,12,0,0,8228,0
467,139849,0,3,1,1,19946,15,0,0,8228,1
468,26080,0,2,1,1,9872,13,0,0,8228,1
469,29469,0,1,1,1,2522,4,0,0,8228,0
470,189252,0,1,1,1,2991,15,0,0,8228,0
471,382546,0,5,1,1,136619,34,3000,6,8228,1
472,1113394,2015,5,1,1,60883,26,2600,9,8228,1
473,459681,0,5,1,1,95531,17,0,0,8228,1
474,83590,0,1,1,1,3708,22,0,0,8228,0
475,82528,0,1,1,1,2100,5,600,4,8228,1
476,5600,0,1,1,1,125,1,0,0,8228,0
477,743745,2066,1,1,1,4100,20,2500,18,8228,1
478,43954,0,5,1,1,63463,13,250,1,8228,1
479,52005,0,3,1,1,11870,15,100,1,8228,0
480,45494,0,1,1,1,5021,16,600,2,8228,0
481,171509,0,3,1,1,40090,55,6381,23,8151,1
482,235947,0,1,1,1,3982,16,0,0,8145,0
483,153108,0,4,1,1,25802,14,500,1,8137,0
484,260261,0,4,1,1,33047,21,0,0,8146,1
485,80223,0,3,1,1,21248,26,2050,7,8121,1
486,38716,0,2,1,1,8253,21,0,0,8114,0
487,1125076,0,3,1,1,23046,14,0,0,8107,0
488,10954,500,1,1,1,2500,1,0,0,8095,1
489,97099,0,1,1,1,6325,21,1700,5,8085,0
490,62396,2128,1,1,1,1250,3,0,0,8075,1
491,40645,0,3,1,1,18348,13,0,0,8067,1
492,82655,0,5,1,1,101101,19,700,2,8057,1
493,84035,0,1,1,1,4240,6,1600,4,8114,1
494,1199220,2919,1,1,1,3800,19,3300,18,8023,1
495,86345,0,3,1,1,13415,16,350,2,8009,0
496,2701,0,1,1,1,5000,10,0,0,8002,1
497,46874,0,1,1,1,9689,38,500,1,7990,0
498,10879,0,5,1,1,78186,32,3400,12,7981,1
499,12742,0,1,1,1,0,0,0,0,7966,0
500,122904,0,4,1,1,37380,21,1300,4,7956,0
501,10994,0,1,1,1,1250,3,0,0,8007,0
502,2318,0,2,1,1,8747,14,0,0,7945,1
503,11070,0,1,1,1,0,0,0,0,7939,1
504,21921,0,1,1,1,0,0,0,0,7939,0
505,162521,0,5,1,1,57354,25,0,0,8105,1
506,207545,0,1,1,1,11137,34,4387,12,8105,1
507,86112,0,4,1,1,35528,22,0,0,8105,0
508,18328,0,1,1,1,0,0,0,0,6790,0
509,217557,0,5,1,1,97584,19,550,2,6679,0
510,11504,0,1,1,1,100,1,0,0,6675,0
511,143200,0,5,1,1,79837,28,50,1,6667,1
512,160703,0,4,1,1,32560,12,0,0,6666,0
513,910,0,1,1,1,5172,13,0,0,6662,1
514,94105,0,1,1,1,100,1,0,0,6676,0
515,18422,0,1,1,1,3297,13,0,0,6653,0
516,889456,1024,5,1,1,98959,29,850,4,6652,1
517,9800,589,1,1,1,10348,34,3000,25,6651,1
518,148318,0,4,1,1,51197,22,350,2,6648,1
519,26149,0,1,1,1,5190,6,0,0,6646,0
520,76933,0,4,1,1,28075,17,0,0,6646,0
521,346178,0,5,1,1,63803,16,0,0,6645,0
522,22878,0,1,1,1,9039,32,0,0,6641,1
523,66741,2880,5,1,1,71921,30,2600,7,6638,1
524,134060,0,4,1,1,46606,13,0,0,6637,0
525,3305,0,1,1,1,31465,24,1700,10,6633,1
526,28930,0,1,1,1,8185,17,0,0,6630,0
527,208519,0,1,1,1,4040,6,450,2,6627,0
528,58951,0,4,1,1,47994,15,500,1,6625,0
529,25395,0,1,1,1,2000,1,0,0,6624,0
530,109248,0,1,1,1,6828,11,0,0,6618,1
531,43387,0,1,1,1,4942,13,0,0,6613,0
532,52423,0,4,1,1,26926,13,0,0,6611,1
533,26858,500,4,1,1,34308,17,900,3,6606,1
534,5410,0,4,1,1,45890,22,0,0,6603,1
535,18177,0,3,1,1,12040,12,0,0,6690,1
536,413509,0,1,1,1,2500,1,0,0,6598,1
537,98472,1776,5,1,1,124421,45,10250,28,6621,1
538,86520,3445,5,1,1,64450,20,1000,2,6592,1
539,16648,0,1,1,1,625,4,0,0,6588,0
540,267404,0,5,1,1,263685,51,3000,6,6584,1
541,31478,0,3,1,1,18885,18,0,0,6578,1
542,17445,0,1,1,1,4500,3,500,1,6576,1
543,49052,0,4,1,1,46718,17,0,0,6575,1
544,21689,0,1,1,1,0,0,0,0,6570,0
545,18302,0,1,1,1,2197,10,0,0,6569,0
546,26220,0,1,1,1,2775,11,0,0,6647,0
547,59552,0,1,1,1,7551,22,0,0,6473,1
548,34962,0,1,1,1,252,3,0,0,6208,0
549,16153,0,1,1,1,180,1,0,0,6491,0
550,28931,0,1,1,1,6500,4,500,1,6354,1
551,202636,0,1,1,1,19000,5,0,0,6119,1
552,153962,0,5,1,1,90992,21,0,0,6567,1
553,63311,0,4,1,1,25048,14,0,0,6634,1
554,8561,0,1,1,1,2050,8,1300,2,6675,1
555,256219,0,3,1,1,29823,33,6568,16,6561,1
556,122700,0,3,1,1,18604,13,0,0,6556,0
557,81419,0,2,1,1,7769,12,350,1,6599,1
558,13873,0,1,1,1,4833,20,0,0,6519,0
559,148,0,1,1,1,190,2,0,0,6507,0
560,178919,0,3,1,1,23387,17,0,0,6555,1
562,19702,0,1,1,1,3000,1,0,0,6554,1
563,18820,0,1,1,1,0,0,0,0,6549,0
564,213849,0,1,1,1,500,1,0,0,6549,1
565,28077,0,1,1,1,735,6,500,1,6575,0
566,4528,0,1,1,1,290,1,0,0,6565,0
567,40418,0,3,1,1,12678,12,0,0,6541,1
568,380930,0,2,2,1,22485,25,213,1,6539,1
569,176849,0,1,1,1,7700,11,950,4,6539,1
570,71235,0,4,1,1,41004,14,0,0,6535,0
571,76446,0,5,1,1,63811,17,0,0,6550,1
572,148915,0,3,1,1,23522,16,650,2,6532,1
573,65034,0,3,1,1,14331,16,800,3,6541,0
574,35738,0,4,1,1,41264,16,0,0,6526,1
575,313,0,1,1,1,1600,1,0,0,6525,0
576,55703,0,1,1,1,0,0,0,0,6520,0
577,11613,0,1,1,1,2000,1,0,0,6519,1
578,65672,0,4,1,1,29089,13,0,0,6529,0
579,84785,0,1,1,1,4570,14,0,0,6514,0
580,30592,862,1,1,1,2602,7,0,0,6512,0
581,99293,0,5,1,1,81040,23,1000,2,6508,1
582,51830,0,1,1,1,0,0,0,0,6507,0
583,20126,0,5,1,1,78999,28,800,3,6506,1
584,3294,0,1,1,1,1330,2,0,0,6498,0
585,11143,0,1,1,1,2800,6,800,5,6529,1
586,8250,0,1,1,1,250,2,0,0,6486,0
587,117670,0,5,1,1,53043,19,550,1,6505,0
588,49454,0,2,1,1,9548,22,250,1,6501,0
589,58421,0,1,1,1,1000,1,0,0,6532,0
590,33443,0,1,1,1,0,0,0,0,6476,0
591,13886,0,1,1,1,0,0,0,0,6465,0
592,15349,0,1,1,1,250,2,0,0,6457,0
593,78712,0,1,1,1,0,0,0,0,6433,0
594,89742,0,4,1,1,39073,13,0,0,6498,0
595,31311,0,1,1,1,3961,10,0,0,6494,0
596,133445,8264,1,1,1,3375,13,0,0,6492,1
597,136161,0,1,1,1,6032,15,0,0,6463,0
599,9998,0,1,1,1,0,0,0,0,6448,0
600,37904,0,3,1,1,19052,17,0,0,6487,1
601,41243,0,4,1,1,27971,7,300,1,6483,0
602,54011,1604,3,1,1,38380,20,5780,4,6487,1
603,5351,0,1,1,1,100,1,0,0,6450,0
604,23334,0,1,1,1,0,0,0,0,6441,0
605,11255,0,1,1,1,0,0,0,0,6428,0
606,48127,0,4,1,1,41447,28,0,0,6421,1
607,329497,0,5,1,1,57264,12,0,0,6484,1
608,158895,0,4,1,1,41954,15,0,0,6525,0
609,34540,0,4,1,1,27882,13,0,0,6494,0
610,117623,0,5,1,1,86582,26,1000,6,6477,1
611,126409,0,4,1,1,28460,13,0,0,6478,0
612,112843,0,3,1,1,16137,14,0,0,6472,1
613,117240,0,1,1,1,1200,3,700,2,6471,1
614,7216,0,3,1,1,21419,18,0,0,6470,1
615,26412,0,1,1,1,5086,2,0,0,6552,0
616,427528,0,4,1,1,35098,16,1600,3,6465,0
617,1846,0,1,1,1,450,1,0,0,6471,0
618,45830,0,2,1,1,23404,10,0,0,6459,0
619,179042,0,1,1,1,25078,50,3350,15,6456,1
620,41487,500,1,1,1,10885,7,0,0,6451,1
621,39601,0,1,1,1,3733,9,0,0,6450,1
622,46142,0,3,1,1,14445,13,0,0,6452,1
623,110277,0,4,1,1,37110,18,1500,3,6445,1
625,122928,0,3,1,1,12211,14,0,0,6443,0
626,146599,0,3,1,1,16463,16,1000,2,6444,1
627,338656,0,4,1,1,52908,16,0,0,6444,0
628,54125,0,4,1,1,48874,17,450,3,6463,1
629,29861,0,4,1,1,28190,15,0,0,6407,1
630,126148,0,2,1,1,6273,8,0,0,6435,0
631,62080,2975,2,1,1,19113,32,10650,28,6434,1
632,175131,0,5,1,1,53495,15,0,0,6431,1
633,365918,0,5,1,1,83752,23,1373,7,6429,1
634,105547,0,3,1,1,24973,26,500,1,6415,0
635,67615,0,3,1,1,14168,13,0,0,6413,0
636,33554,0,4,1,1,27410,16,350,1,6428,1
637,163083,0,1,1,1,3825,9,450,4,6428,0
638,747983,0,4,1,1,26117,15,50,1,6427,1
639,415070,588,5,1,1,153183,41,3802,20,6423,1
640,18111,0,1,1,1,4625,26,0,0,6463,0
641,41526,0,1,1,1,0,0,0,0,6406,0
642,38021,0,1,1,1,5538,9,0,0,6407,0
643,17500,0,1,1,1,0,0,0,0,6400,0
644,5906,0,1,1,1,280,1,0,0,6395,0
645,70133,0,2,1,1,7396,16,0,0,6392,0
646,32010,0,1,1,1,12315,6,650,2,6421,1
647,82605,0,3,1,1,23049,15,0,0,6417,0
648,77285,0,5,1,1,63841,32,0,0,6417,1
649,15219,0,1,1,1,0,0,0,0,6427,1
650,54889,0,2,1,1,13150,4,0,0,6438,0
651,8910,0,1,1,1,150,1,150,1,6413,0
652,49891,0,1,1,1,500,1,500,1,6392,0
653,10484,0,1,1,1,0,0,0,0,6375,0
654,15496,0,1,1,1,0,0,0,0,6324,0
655,16714,0,1,1,1,0,0,0,0,6214,0
656,25835,0,3,1,1,15153,15,0,0,6142,1
657,3487,0,1,1,1,710,1,0,0,6059,0
658,347096,0,1,1,1,12000,6,0,0,6408,1
659,155962,1199,3,1,1,16510,16,50,1,6406,1
660,160572,0,1,1,1,8163,18,500,1,6403,1
661,257068,2586,1,1,1,5900,4,400,1,6420,1
662,48410,0,4,1,1,37869,16,500,1,6395,1
663,33269,0,1,1,1,4675,10,200,1,6396,0
664,25685,0,1,1,1,185,3,0,0,6382,0
665,50500,0,1,1,1,4765,14,0,0,6380,0
666,97486,0,3,1,1,22707,15,0,0,6387,0
667,323459,0,1,1,1,12000,8,1500,3,6378,1
668,11821,0,1,1,1,10697,10,0,0,6387,1
669,37039,0,4,1,1,29976,18,0,0,6375,0
670,28306,0,1,1,1,233,3,0,0,6371,0
671,109532,0,5,1,1,128048,53,7939,26,6372,1
672,91974,0,3,1,1,19223,18,500,1,6372,1
673,65823,0,4,1,1,28208,19,300,3,6373,1
675,104824,0,3,1,1,14582,15,0,0,6366,0
676,16061,0,1,1,1,2750,11,0,0,6366,0
677,55237,0,2,1,1,5547,14,0,0,6358,0
678,10491,0,1,1,1,5025,11,150,1,6357,0
679,192334,0,4,1,1,33950,21,1450,4,6366,1
680,45501,0,4,1,1,49656,17,316,1,6375,1
681,18661,0,1,1,1,0,0,0,0,6352,0
682,89668,0,4,1,1,29130,14,0,0,6350,0
683,53327,0,1,1,1,8650,6,650,2,6350,1
684,133143,0,4,1,1,43643,14,50,1,6385,0
685,22268,0,3,1,1,23582,15,200,1,6339,1
686,26556,3490,1,1,1,2845,14,720,4,6339,1
687,9601,0,3,1,1,20467,16,0,0,6338,1
688,280561,0,3,1,1,12154,13,0,0,6337,0
689,146248,0,1,1,1,2900,4,1400,3,6333,0
690,9483,0,1,1,1,1000,1,0,0,6340,0
691,119082,5051,1,1,1,4230,17,3600,14,6340,1
692,232171,0,3,1,1,22258,30,650,2,6340,1
693,369816,1745,4,1,1,46942,35,7266,17,6340,1
694,37381,0,1,1,1,6091,16,0,0,6332,0
695,173543,0,5,1,1,92752,25,0,0,6329,1
696,31211,0,1,1,1,280,4,100,1,6330,0
697,47780,0,5,1,1,88773,20,250,2,6329,1
698,79479,0,3,1,1,23167,13,0,0,6118,0
699,81960,0,4,1,1,37072,22,700,7,6326,0
700,20162,0,1,1,1,2750,15,0,0,6324,0
701,105683,0,4,1,1,28386,17,0,0,6361,0
702,234327,0,4,1,1,30406,28,150,2,6319,1
703,463494,0,3,1,1,27390,17,750,1,6323,1
704,17334,0,1,1,1,6783,27,50,1,6318,0
705,57909,0,1,1,1,5150,4,0,0,6323,0
706,17949,0,1,1,1,0,0,0,0,6312,0
707,529477,0,2,1,1,31624,28,2098,5,6311,1
708,71543,0,1,1,1,0,0,0,0,6305,0
709,111897,0,3,1,1,14728,14,0,0,6310,0
710,61598,0,1,1,1,0,0,0,0,6311,0
711,417875,0,4,1,1,44472,18,0,0,6308,0
712,340874,0,5,1,1,68090,43,5676,27,6305,1
713,32774,0,1,1,1,0,0,0,0,6304,1
714,242910,1115,5,1,1,103935,18,500,1,6296,1
715,137843,0,4,1,1,45416,24,250,1,6302,1
716,30530,0,1,1,1,5590,12,2950,9,6298,1
717,30973,0,1,1,1,0,0,0,0,6298,0
718,238749,0,1,1,1,7134,14,3134,12,6297,1
719,16803,0,1,1,1,1287,6,0,0,6291,0
720,23553,810,1,1,1,1587,4,487,2,6295,1
721,48161,0,4,1,1,41174,24,0,0,6294,1
722,21616,0,1,1,1,0,0,0,0,6291,0
723,13114,0,2,1,1,14029,13,0,0,6289,1
724,117120,0,4,1,1,41278,17,500,1,6288,0
725,52987,0,3,1,1,17510,15,0,0,6289,0
726,150176,0,4,1,1,29999,17,400,1,6284,0
727,19002,0,3,1,1,22675,21,0,0,6277,1
728,60976,0,5,1,1,97318,31,7000,14,6282,1
729,50675,0,1,1,1,1100,2,100,1,6282,0
730,65466,0,2,1,1,5488,13,0,0,6280,0
731,64280,0,3,1,1,21721,18,0,0,6280,1
732,14523,0,1,1,1,4197,4,0,0,6276,1
733,384470,0,3,1,1,20468,16,0,0,6280,1
734,9157,0,1,1,1,75,2,0,0,6274,0
735,151904,733,5,1,1,76440,25,950,8,6273,1
736,13781,0,4,1,1,48914,19,500,1,6269,1
737,40567,0,3,1,1,18122,16,0,0,6268,0
738,43090,0,3,1,1,11411,10,0,0,6259,0
739,1875,0,1,1,1,1250,3,0,0,6266,0
740,126555,0,4,1,1,41253,19,0,0,6280,1
741,16472,0,4,1,1,45517,12,0,0,6262,1
742,21270,0,1,1,1,318,10,0,0,6256,0
743,33410,0,1,1,1,818,12,0,0,6255,0
744,15750,0,1,1,1,1065,3,0,0,6254,1
745,104665,0,2,1,1,9547,12,0,0,6249,0
746,86285,0,5,1,1,61274,14,0,0,6249,1
747,41967,0,1,1,1,2125,10,0,0,6247,0
748,35026,0,1,1,1,9799,27,500,1,6247,0
749,138411,0,5,1,1,53843,14,0,0,6247,0
750,127693,0,3,1,1,17383,15,0,0,6246,1
751,52050,0,4,1,1,43190,14,0,0,6245,1
752,37162,0,1,1,1,0,0,0,0,6241,0
753,440265,4081,1,1,1,22750,15,1250,10,6234,1
754,66572,0,2,1,1,8048,14,450,2,6240,1
755,237093,0,4,1,1,42020,15,0,0,6240,0
756,79561,0,1,1,1,6333,12,400,2,6231,0
757,131528,0,2,1,1,10365,17,500,1,6227,0
758,11820,0,1,1,1,2045,5,0,0,6227,0
759,20810,0,1,1,1,1713,13,0,0,6225,0
760,189423,0,5,1,1,63584,31,600,1,6476,0
761,96477,0,1,1,1,2987,13,0,0,6221,1
762,106471,0,1,1,1,8444,5,100,1,6220,0
763,33374,0,3,1,1,20441,13,0,0,6214,1
764,210018,0,4,1,1,48914,16,0,0,6217,1
765,26740,0,1,1,1,619,7,0,0,6213,0
766,244216,0,4,1,1,39166,14,0,0,6214,0
767,76737,0,4,1,1,34648,31,0,0,6211,0
768,20999,0,3,1,1,15914,13,0,0,6206,1
769,43179,0,3,1,1,11915,6,0,0,6214,1
770,119214,0,2,1,1,10028,16,0,0,6205,1
771,14988,0,1,1,1,2100,10,0,0,6203,0
772,21334,0,1,1,1,5472,20,0,0,6200,0
773,104307,0,4,1,1,51769,24,450,1,6197,0
774,34357,0,5,1,1,73622,25,100,1,6198,1
775,231437,0,3,1,1,31266,26,1550,4,6340,0
776,14662,0,1,1,1,1110,12,0,0,6197,0
777,13144,0,3,1,1,18615,18,0,0,6196,1
778,10978,0,3,1,1,14313,11,0,0,6193,1
779,150698,0,4,1,1,43589,20,1200,4,6193,0
780,18035,0,1,1,1,811,2,0,0,6193,0
781,194604,0,2,1,1,6606,10,0,0,6190,0
782,117852,2376,1,1,1,11406,21,3850,13,6186,1
783,32356,0,3,1,1,22918,19,0,0,6571,0
784,44247,948,4,1,1,40939,26,0,0,6184,1
785,23431,0,1,1,1,3546,10,0,0,6182,0
786,37773,0,2,1,1,8436,15,0,0,6179,1
787,245758,0,1,1,1,2750,4,750,2,6179,0
788,63587,0,1,1,1,500,1,500,1,6184,0
789,15088,0,1,1,1,5625,15,0,0,6177,1
790,152539,0,5,1,1,65972,14,0,0,6187,0
791,333500,0,5,1,1,69780,23,1258,4,6171,1
792,15064,0,1,1,1,2910,9,0,0,6171,1
793,19032,0,1,1,1,2375,12,0,0,6169,0
794,66434,0,3,1,1,13041,13,0,0,6230,0
795,146097,0,2,1,1,6919,16,0,0,6165,0
796,8207,0,1,1,1,1750,7,0,0,6184,0
797,293648,0,3,1,1,22148,15,0,0,6161,0
798,147472,0,3,1,1,20645,16,0,0,6163,1
799,103993,0,3,1,1,14149,13,100,1,6158,1
800,34651,0,1,1,1,4000,6,500,1,6157,1
801,102339,0,4,1,1,47498,19,0,0,6156,0
802,149167,0,4,1,1,48521,13,0,0,6155,0
803,105249,0,4,1,1,36093,15,0,0,6153,1
804,55610,0,1,2,1,5095,13,0,0,6151,0
805,70391,0,1,1,1,6000,4,0,0,6150,1
806,74645,0,4,1,1,40367,18,0,0,6147,1
807,26939,0,4,1,1,29264,15,0,0,6148,1
808,207655,500,5,1,1,78967,31,0,0,6144,0
809,7421,0,1,1,1,0,0,0,0,6142,1
810,74924,6286,4,1,1,59650,13,0,0,6141,0
811,17599,0,1,1,1,100,1,0,0,6029,0
812,5594,0,1,1,1,370,1,0,0,5835,0
813,66122,0,3,1,1,11756,13,0,0,5630,1
